Flight_ID,Airline,Departure_City,Arrival_City,Departure_Time,Arrival_Time,Flight_Type,Aircraft_Type,Seats_Available,Price,Meal_Option,Flight_Status,Gate_Number,Gate_Type,Duration (hrs),Baggage_Allowance,Cancellation_Policy,Seat_Class,WiFi_Available,Entertainment_Options,Loyalty_Points_Earned,Layovers,Boarding_Group,Eco_Friendly_Flight,Crew_Language_Support,Inflight_Services,Seat_Availability,Ticket_Flexibility,Discounts_Available,Customer_Rating
822,Frontier,Washington D.C.,Denver,06:00 AM,08:00 AM,Domestic,Airbus A350,27,197,Vegan,Delayed,48,International,1.1,Unlimited,Fully Refundable,Business,Yes,None,2125,1 Stop,Group A,No,English,Priority Boarding,Limited Availability,Changeable with Fee,Senior Citizen Discount,4.5
823,American,Denver,Boston,04:00 PM,12:00 PM,Domestic,Boeing 737,7,295,Vegan,Cancelled,32,International,10.4,30kg,Non-refundable,First Class,Yes,None,4837,2 Stops,Group D,Yes,Chinese,None,Fully Booked,Changeable with Fee,None,3.7
824,American,Atlanta,Miami,04:00 PM,12:00 PM,International,Boeing 777,29,491,Vegetarian,Delayed,18,International,9.8,Unlimited,Non-refundable,First Class,No,Music,1920,None,Group D,Yes,Multilingual,Extra Legroom,Fully Booked,Fully Flexible,Student Discount,4.5
825,Delta,Charlotte,Las Vegas,08:00 AM,10:00 AM,International,Airbus A350,28,496,Vegan,On Time,50,International,2.7,Unlimited,Non-refundable,Business,No,Music,886,None,Group D,Yes,Spanish,None,Available,Non-Changeable,Military Discount,3.6
826,Southwest,Phoenix,Chicago,08:00 PM,12:00 PM,Domestic,Boeing 777,26,398,Gluten-Free,On Time,25,International,3.5,15kg,Non-refundable,Business,No,None,2835,1 Stop,Group C,Yes,Chinese,Priority Boarding,Available,Non-Changeable,Senior Citizen Discount,3.8
827,Alaska Airlines,Seattle,Los Angeles,04:00 PM,10:00 AM,International,Boeing 737,7,675,Non-Vegetarian,Cancelled,5,International,5.6,30kg,Refundable with Fee,Economy,No,Games,1997,1 Stop,Group B,No,Chinese,None,Limited Availability,Changeable with Fee,None,3.0
828,Alaska Airlines,Chicago,Seattle,10:00 AM,08:00 AM,Domestic,Boeing 777,11,542,None,Delayed,41,Domestic,11.5,Unlimited,Fully Refundable,Business,Yes,Games,4865,1 Stop,Group C,No,Multilingual,Sleep Kit,Limited Availability,Non-Changeable,Frequent Flyer Discount,4.8
829,American,Las Vegas,Houston,04:00 PM,06:00 PM,International,Boeing 737,20,525,Vegetarian,On Time,23,Domestic,1.5,15kg,Fully Refundable,Business,Yes,Games,2069,1 Stop,Group B,Yes,Multilingual,Priority Boarding,Fully Booked,Changeable with Fee,Frequent Flyer Discount,3.8
830,Southwest,New York,New York,08:00 AM,08:00 AM,International,Boeing 737,8,259,Vegetarian,On Time,33,Domestic,11.6,30kg,Refundable with Fee,Economy,No,Movies & TV,2827,3+ Stops,Group A,No,Chinese,Priority Boarding,Fully Booked,Fully Flexible,Frequent Flyer Discount,3.0
831,Alaska Airlines,New York,Denver,06:00 PM,08:00 AM,International,Airbus A350,29,422,Non-Vegetarian,Delayed,35,International,2.0,30kg,Refundable with Fee,Premium Economy,No,None,1714,2 Stops,Group D,Yes,Chinese,None,Fully Booked,Fully Flexible,Frequent Flyer Discount,3.4
832,American,Washington D.C.,Boston,06:00 AM,12:00 PM,Domestic,Embraer E190,28,192,Non-Vegetarian,Cancelled,37,International,9.6,30kg,Fully Refundable,Business,No,Movies & TV,966,3+ Stops,Group A,No,English,Priority Boarding,Available,Changeable with Fee,Senior Citizen Discount,4.2
833,United,Chicago,Orlando,10:00 AM,02:00 PM,Domestic,Boeing 737,6,144,Vegan,On Time,12,International,7.3,15kg,Refundable with Fee,Premium Economy,No,Music,3148,3+ Stops,Group D,No,English,Complimentary Drinks,Fully Booked,Changeable with Fee,Senior Citizen Discount,4.1
834,JetBlue,San Francisco,Miami,08:00 PM,08:00 AM,International,Airbus A350,29,265,Non-Vegetarian,Delayed,40,International,4.3,30kg,Fully Refundable,Economy,No,None,3088,None,Group C,Yes,Spanish,None,Available,Non-Changeable,Frequent Flyer Discount,3.7
835,United,Charlotte,Phoenix,06:00 PM,08:00 PM,International,Embraer E190,9,452,Vegan,On Time,33,International,5.9,15kg,Refundable with Fee,Economy,Yes,Movies & TV,2354,3+ Stops,Group C,No,French,Extra Legroom,Fully Booked,Fully Flexible,Military Discount,3.3
836,Southwest,Atlanta,San Francisco,04:00 PM,02:00 PM,International,Airbus A350,12,306,Vegan,Delayed,49,International,3.6,Unlimited,Refundable with Fee,Premium Economy,No,Games,1454,2 Stops,Group C,Yes,Multilingual,Sleep Kit,Fully Booked,Changeable with Fee,Military Discount,4.8
837,Southwest,Boston,Miami,08:00 PM,08:00 PM,International,Boeing 737,20,637,Vegetarian,Delayed,27,International,4.5,15kg,Fully Refundable,Premium Economy,No,Music,1745,3+ Stops,Group D,No,English,Complimentary Drinks,Limited Availability,Changeable with Fee,None,4.9
838,Spirit,Boston,New York,06:00 AM,06:00 AM,International,Airbus A350,8,124,None,Delayed,18,Domestic,6.9,20kg,Non-refundable,Economy,Yes,Games,2619,1 Stop,Group B,Yes,Spanish,Priority Boarding,Available,Non-Changeable,Student Discount,4.9
839,American,Chicago,Los Angeles,06:00 AM,10:00 AM,International,Boeing 777,30,601,Vegan,On Time,19,Domestic,7.8,Unlimited,Refundable with Fee,Business,Yes,Music,4707,None,Group C,Yes,Multilingual,None,Fully Booked,Changeable with Fee,Senior Citizen Discount,3.1
840,American,Denver,Orlando,02:00 PM,08:00 PM,International,Boeing 737,14,723,Vegetarian,Delayed,15,International,5.9,20kg,Refundable with Fee,First Class,Yes,Music,885,1 Stop,Group A,Yes,English,Sleep Kit,Fully Booked,Non-Changeable,Frequent Flyer Discount,4.0
841,JetBlue,Seattle,Seattle,04:00 PM,08:00 PM,International,Airbus A350,27,172,Non-Vegetarian,Delayed,32,Domestic,3.9,15kg,Non-refundable,Economy,Yes,None,693,1 Stop,Group A,Yes,Chinese,Sleep Kit,Fully Booked,Fully Flexible,Frequent Flyer Discount,3.6
842,American,Seattle,Las Vegas,04:00 PM,06:00 AM,Domestic,Airbus A350,16,340,Vegetarian,On Time,42,Domestic,9.8,25kg,Fully Refundable,Economy,Yes,Movies & TV,4837,3+ Stops,Group D,No,Chinese,Extra Legroom,Fully Booked,Fully Flexible,Military Discount,4.1
843,United,Los Angeles,Houston,10:00 AM,06:00 PM,Domestic,Airbus A350,30,664,Non-Vegetarian,Delayed,22,Domestic,5.1,30kg,Non-refundable,First Class,No,Games,2975,None,Group D,Yes,Spanish,Priority Boarding,Fully Booked,Fully Flexible,Military Discount,3.5
844,Spirit,Dallas,Phoenix,12:00 PM,10:00 AM,International,Embraer E190,7,489,Non-Vegetarian,Delayed,17,International,6.9,25kg,Refundable with Fee,Economy,Yes,Games,2893,None,Group C,No,Spanish,Priority Boarding,Limited Availability,Non-Changeable,Frequent Flyer Discount,4.6
845,American,San Francisco,Houston,06:00 PM,12:00 PM,International,Boeing 737,27,423,Vegan,On Time,16,Domestic,9.0,25kg,Refundable with Fee,Business,No,Games,885,2 Stops,Group A,No,English,Complimentary Drinks,Limited Availability,Non-Changeable,None,4.2
846,JetBlue,San Francisco,Los Angeles,06:00 PM,02:00 PM,International,Boeing 737,7,246,None,On Time,49,International,11.1,25kg,Non-refundable,Business,Yes,Movies & TV,1467,1 Stop,Group D,No,Chinese,None,Fully Booked,Non-Changeable,Student Discount,4.3
847,Delta,New York,Atlanta,06:00 PM,06:00 PM,Domestic,Embraer E190,16,601,Non-Vegetarian,On Time,39,International,2.9,30kg,Non-refundable,Business,Yes,Movies & TV,3962,1 Stop,Group C,No,Spanish,None,Fully Booked,Fully Flexible,None,3.4
848,Southwest,Washington D.C.,Boston,06:00 PM,10:00 AM,International,Airbus A350,28,364,Vegan,On Time,24,International,5.0,20kg,Refundable with Fee,Premium Economy,No,Movies & TV,4983,None,Group A,No,French,None,Fully Booked,Changeable with Fee,Military Discount,3.6
849,Southwest,Orlando,Denver,06:00 AM,12:00 PM,International,Embraer E190,26,501,None,Delayed,22,Domestic,1.8,20kg,Fully Refundable,Premium Economy,No,Music,2765,3+ Stops,Group D,Yes,Multilingual,Complimentary Drinks,Limited Availability,Fully Flexible,Student Discount,4.6
850,Frontier,Orlando,Las Vegas,10:00 AM,08:00 PM,International,Embraer E190,18,128,Non-Vegetarian,Delayed,10,International,2.7,Unlimited,Fully Refundable,Business,No,None,1788,1 Stop,Group B,No,English,Priority Boarding,Available,Non-Changeable,Frequent Flyer Discount,4.6
851,Delta,Denver,Boston,08:00 PM,02:00 PM,International,Airbus A350,10,201,Non-Vegetarian,Cancelled,35,Domestic,8.9,20kg,Refundable with Fee,Premium Economy,No,Games,2827,2 Stops,Group C,No,English,Sleep Kit,Available,Changeable with Fee,Student Discount,3.1
852,Frontier,Los Angeles,Houston,08:00 AM,06:00 AM,Domestic,Airbus A350,19,190,Vegan,Delayed,13,Domestic,1.5,30kg,Fully Refundable,Premium Economy,Yes,Music,4163,3+ Stops,Group A,Yes,Chinese,Sleep Kit,Limited Availability,Non-Changeable,Frequent Flyer Discount,3.5
853,Frontier,Denver,Washington D.C.,04:00 PM,04:00 PM,International,Airbus A320,26,266,Vegan,Delayed,42,Domestic,9.9,25kg,Refundable with Fee,Business,Yes,Movies & TV,1122,3+ Stops,Group D,Yes,Spanish,Priority Boarding,Limited Availability,Changeable with Fee,Senior Citizen Discount,4.6
854,Spirit,Phoenix,Orlando,10:00 AM,12:00 PM,International,Boeing 777,13,108,Gluten-Free,Cancelled,20,International,11.7,15kg,Fully Refundable,Business,Yes,Music,1305,None,Group A,No,English,Sleep Kit,Available,Fully Flexible,None,3.5
855,Delta,Las Vegas,Orlando,06:00 AM,12:00 PM,International,Airbus A350,22,127,Non-Vegetarian,On Time,38,International,1.5,15kg,Refundable with Fee,Economy,Yes,None,636,1 Stop,Group C,Yes,Chinese,Extra Legroom,Available,Fully Flexible,Frequent Flyer Discount,4.3
856,Alaska Airlines,Miami,New York,06:00 AM,06:00 AM,International,Airbus A320,13,486,None,On Time,36,International,2.6,15kg,Fully Refundable,Business,No,Music,3771,2 Stops,Group B,No,English,Extra Legroom,Limited Availability,Changeable with Fee,Frequent Flyer Discount,4.0
857,Frontier,New York,Miami,04:00 PM,10:00 AM,Domestic,Boeing 737,16,324,Vegetarian,On Time,15,Domestic,6.1,25kg,Refundable with Fee,Business,No,None,2813,None,Group C,Yes,English,Complimentary Drinks,Available,Non-Changeable,Military Discount,3.6
858,Alaska Airlines,Los Angeles,Washington D.C.,08:00 AM,10:00 AM,International,Embraer E190,27,431,Vegetarian,Cancelled,16,Domestic,6.0,Unlimited,Non-refundable,Premium Economy,Yes,Music,3455,2 Stops,Group D,No,Chinese,Sleep Kit,Fully Booked,Changeable with Fee,None,4.8
859,JetBlue,Las Vegas,Charlotte,08:00 PM,06:00 PM,Domestic,Boeing 737,27,626,None,Cancelled,3,Domestic,11.4,25kg,Non-refundable,Economy,Yes,Games,2134,1 Stop,Group D,No,English,Priority Boarding,Available,Non-Changeable,Student Discount,4.1
860,Spirit,New York,Miami,04:00 PM,06:00 PM,International,Airbus A320,22,211,Vegetarian,Delayed,6,International,7.5,15kg,Non-refundable,Premium Economy,Yes,Music,1979,1 Stop,Group D,Yes,Multilingual,Sleep Kit,Fully Booked,Changeable with Fee,Military Discount,3.8
861,Frontier,Denver,Los Angeles,06:00 PM,02:00 PM,International,Boeing 777,13,552,Vegetarian,Delayed,25,Domestic,10.7,Unlimited,Non-refundable,First Class,No,Games,4016,None,Group D,Yes,French,Extra Legroom,Limited Availability,Non-Changeable,Senior Citizen Discount,3.4
862,United,Orlando,Orlando,08:00 PM,08:00 AM,International,Embraer E190,20,605,Vegetarian,On Time,11,International,8.9,30kg,Refundable with Fee,Business,Yes,None,4886,None,Group A,Yes,Multilingual,Priority Boarding,Limited Availability,Changeable with Fee,Student Discount,3.2
863,American,Orlando,Denver,02:00 PM,08:00 AM,Domestic,Embraer E190,22,117,Vegan,Cancelled,36,International,4.7,30kg,Fully Refundable,Premium Economy,No,Games,3604,2 Stops,Group D,Yes,Multilingual,None,Limited Availability,Fully Flexible,Student Discount,3.3
864,Frontier,Washington D.C.,Houston,06:00 PM,08:00 PM,Domestic,Boeing 777,7,585,Vegetarian,Delayed,12,International,1.8,Unlimited,Non-refundable,First Class,No,Games,4859,None,Group C,No,Spanish,Extra Legroom,Limited Availability,Non-Changeable,Frequent Flyer Discount,4.1
865,United,Dallas,Washington D.C.,08:00 PM,02:00 PM,International,Embraer E190,21,396,None,Cancelled,24,International,2.2,15kg,Refundable with Fee,Economy,No,Movies & TV,4354,3+ Stops,Group D,Yes,Multilingual,Priority Boarding,Limited Availability,Non-Changeable,Student Discount,4.5
866,Alaska Airlines,Las Vegas,Dallas,08:00 AM,04:00 PM,International,Airbus A350,10,295,Vegan,On Time,29,Domestic,11.0,30kg,Refundable with Fee,First Class,No,Movies & TV,4044,3+ Stops,Group A,Yes,French,Priority Boarding,Limited Availability,Fully Flexible,None,4.7
867,Alaska Airlines,Atlanta,Houston,06:00 AM,08:00 AM,Domestic,Airbus A320,26,637,Gluten-Free,Cancelled,36,International,4.8,20kg,Refundable with Fee,Economy,No,None,4821,1 Stop,Group A,Yes,English,Complimentary Drinks,Available,Non-Changeable,Military Discount,3.3
868,Delta,Seattle,Houston,02:00 PM,10:00 AM,Domestic,Airbus A320,26,699,None,On Time,35,Domestic,8.7,20kg,Non-refundable,Business,No,None,4715,2 Stops,Group C,Yes,French,Priority Boarding,Fully Booked,Non-Changeable,Military Discount,3.7
869,United,Boston,New York,06:00 AM,06:00 PM,International,Embraer E190,23,107,Gluten-Free,Delayed,23,International,1.8,Unlimited,Refundable with Fee,First Class,No,Movies & TV,2780,None,Group C,Yes,French,Complimentary Drinks,Limited Availability,Changeable with Fee,Student Discount,4.4
870,Frontier,Seattle,Los Angeles,08:00 AM,04:00 PM,Domestic,Embraer E190,19,568,Non-Vegetarian,Delayed,12,International,8.5,30kg,Refundable with Fee,Economy,No,Music,1329,2 Stops,Group A,No,Chinese,Sleep Kit,Available,Changeable with Fee,Senior Citizen Discount,5.0
871,United,Houston,Phoenix,04:00 PM,08:00 AM,International,Airbus A350,18,286,Vegetarian,On Time,22,Domestic,7.1,20kg,Refundable with Fee,Premium Economy,No,Movies & TV,1480,1 Stop,Group B,Yes,Spanish,Sleep Kit,Fully Booked,Changeable with Fee,Student Discount,3.2
872,United,Charlotte,Washington D.C.,06:00 AM,08:00 AM,International,Boeing 777,28,125,Non-Vegetarian,On Time,41,Domestic,3.3,Unlimited,Fully Refundable,Premium Economy,Yes,None,1994,3+ Stops,Group D,No,Multilingual,Extra Legroom,Limited Availability,Changeable with Fee,None,4.0
873,American,Houston,Atlanta,02:00 PM,04:00 PM,International,Boeing 777,20,563,Vegetarian,Delayed,17,International,1.3,30kg,Non-refundable,Business,Yes,Games,3671,1 Stop,Group B,No,Chinese,Priority Boarding,Fully Booked,Fully Flexible,Military Discount,4.2
874,Delta,Miami,Dallas,06:00 PM,02:00 PM,International,Airbus A320,24,302,Vegetarian,Delayed,22,Domestic,6.3,30kg,Fully Refundable,Business,No,Games,4016,2 Stops,Group D,Yes,Chinese,Priority Boarding,Available,Changeable with Fee,Student Discount,4.4
875,Delta,San Francisco,Houston,04:00 PM,08:00 PM,Domestic,Airbus A350,20,231,Non-Vegetarian,Cancelled,42,Domestic,10.1,20kg,Refundable with Fee,Economy,Yes,Games,4547,2 Stops,Group D,Yes,English,Complimentary Drinks,Limited Availability,Changeable with Fee,None,3.3
876,Alaska Airlines,Los Angeles,Houston,06:00 AM,12:00 PM,International,Boeing 777,22,783,None,Delayed,7,International,11.8,30kg,Fully Refundable,Economy,No,Movies & TV,3035,2 Stops,Group D,No,Chinese,Sleep Kit,Limited Availability,Fully Flexible,Senior Citizen Discount,3.9
877,United,Charlotte,Atlanta,02:00 PM,06:00 PM,International,Boeing 737,24,260,None,Delayed,45,International,11.7,20kg,Non-refundable,Business,Yes,Movies & TV,4457,2 Stops,Group B,Yes,Multilingual,Sleep Kit,Limited Availability,Changeable with Fee,Student Discount,5.0
878,Southwest,Charlotte,Phoenix,08:00 PM,04:00 PM,Domestic,Boeing 777,8,221,Vegan,On Time,19,Domestic,4.6,Unlimited,Fully Refundable,Economy,No,Movies & TV,3425,2 Stops,Group B,Yes,Chinese,None,Available,Fully Flexible,Senior Citizen Discount,4.7
879,Delta,Orlando,Denver,02:00 PM,06:00 AM,International,Embraer E190,12,194,Vegetarian,Delayed,18,Domestic,4.7,Unlimited,Fully Refundable,Premium Economy,Yes,None,1830,1 Stop,Group B,Yes,Spanish,None,Available,Fully Flexible,Frequent Flyer Discount,4.4
880,Delta,Las Vegas,Boston,08:00 AM,08:00 AM,International,Airbus A350,20,436,Vegan,Delayed,8,Domestic,11.2,Unlimited,Fully Refundable,Premium Economy,No,Music,1597,3+ Stops,Group A,No,Multilingual,Sleep Kit,Limited Availability,Fully Flexible,Senior Citizen Discount,3.6
881,Southwest,Orlando,San Francisco,10:00 AM,04:00 PM,Domestic,Boeing 737,7,213,Non-Vegetarian,Delayed,46,Domestic,5.2,Unlimited,Fully Refundable,Premium Economy,No,Movies & TV,2387,1 Stop,Group C,Yes,Chinese,None,Available,Changeable with Fee,None,3.5
882,Southwest,San Francisco,Houston,12:00 PM,06:00 AM,International,Airbus A320,5,763,Non-Vegetarian,On Time,48,Domestic,6.5,25kg,Refundable with Fee,First Class,Yes,Movies & TV,4892,1 Stop,Group B,Yes,English,Sleep Kit,Limited Availability,Changeable with Fee,Senior Citizen Discount,4.1
883,Alaska Airlines,Las Vegas,San Francisco,08:00 PM,12:00 PM,International,Boeing 777,5,186,Vegetarian,Cancelled,44,International,8.1,15kg,Non-refundable,Economy,No,Music,4120,3+ Stops,Group D,No,Multilingual,Extra Legroom,Limited Availability,Changeable with Fee,Frequent Flyer Discount,4.5
884,United,Orlando,Chicago,10:00 AM,10:00 AM,International,Boeing 737,27,392,Gluten-Free,On Time,39,International,10.0,25kg,Fully Refundable,First Class,Yes,Movies & TV,4851,None,Group C,No,Multilingual,Priority Boarding,Limited Availability,Non-Changeable,Student Discount,4.9
885,Delta,Las Vegas,Charlotte,02:00 PM,06:00 PM,Domestic,Embraer E190,28,588,None,Delayed,1,International,2.8,30kg,Non-refundable,Economy,Yes,Movies & TV,4318,2 Stops,Group B,Yes,English,None,Available,Fully Flexible,Student Discount,4.4
886,American,Miami,Houston,04:00 PM,08:00 AM,International,Airbus A350,21,321,Vegetarian,On Time,18,International,6.2,20kg,Refundable with Fee,Premium Economy,Yes,Movies & TV,4290,None,Group D,Yes,Chinese,Sleep Kit,Available,Fully Flexible,Student Discount,3.4
887,American,New York,Dallas,06:00 AM,06:00 AM,International,Airbus A320,13,364,Vegan,Delayed,6,International,2.3,25kg,Fully Refundable,First Class,Yes,Games,3275,1 Stop,Group D,No,French,Priority Boarding,Fully Booked,Changeable with Fee,Senior Citizen Discount,4.4
888,Alaska Airlines,Orlando,Charlotte,04:00 PM,06:00 AM,International,Airbus A320,19,207,Gluten-Free,On Time,5,International,2.4,30kg,Fully Refundable,Premium Economy,Yes,None,2325,None,Group A,No,Multilingual,Sleep Kit,Available,Fully Flexible,None,3.1
889,JetBlue,Chicago,Boston,06:00 PM,08:00 PM,Domestic,Airbus A320,20,582,None,On Time,31,Domestic,5.3,30kg,Fully Refundable,Premium Economy,No,Movies & TV,3188,None,Group C,Yes,Multilingual,Extra Legroom,Available,Fully Flexible,None,3.5
890,Frontier,Miami,Charlotte,04:00 PM,02:00 PM,Domestic,Airbus A350,10,742,Vegetarian,Delayed,35,International,10.1,Unlimited,Fully Refundable,Business,Yes,Movies & TV,4434,None,Group D,No,French,None,Fully Booked,Fully Flexible,Frequent Flyer Discount,3.9
891,Spirit,Atlanta,Seattle,08:00 PM,08:00 AM,Domestic,Boeing 777,5,698,Non-Vegetarian,Cancelled,6,International,11.5,15kg,Fully Refundable,Business,Yes,Games,931,3+ Stops,Group C,No,English,Priority Boarding,Limited Availability,Fully Flexible,Student Discount,3.7
892,Frontier,Charlotte,Boston,08:00 AM,06:00 PM,Domestic,Boeing 737,29,738,Vegetarian,Cancelled,48,Domestic,7.7,25kg,Non-refundable,Business,No,None,4227,2 Stops,Group D,No,Spanish,Extra Legroom,Fully Booked,Non-Changeable,Military Discount,3.9
893,Alaska Airlines,Dallas,Los Angeles,10:00 AM,08:00 PM,International,Boeing 737,24,459,Vegetarian,Cancelled,32,Domestic,2.4,25kg,Fully Refundable,First Class,No,None,2012,1 Stop,Group D,Yes,Chinese,Priority Boarding,Fully Booked,Fully Flexible,None,3.6
894,Spirit,Orlando,Boston,04:00 PM,10:00 AM,Domestic,Airbus A320,12,642,None,Cancelled,16,International,3.2,15kg,Fully Refundable,Business,Yes,Music,3124,3+ Stops,Group C,No,French,Extra Legroom,Fully Booked,Changeable with Fee,Frequent Flyer Discount,4.5
895,American,New York,Miami,08:00 AM,06:00 PM,Domestic,Airbus A350,17,363,Vegetarian,On Time,28,International,3.9,Unlimited,Refundable with Fee,Business,No,Games,4690,1 Stop,Group B,Yes,French,Priority Boarding,Fully Booked,Non-Changeable,Student Discount,4.4
896,Delta,Charlotte,Atlanta,08:00 PM,02:00 PM,Domestic,Boeing 737,28,264,Vegetarian,Delayed,29,Domestic,11.4,30kg,Fully Refundable,Economy,No,Music,3275,3+ Stops,Group B,No,Chinese,Priority Boarding,Fully Booked,Changeable with Fee,None,4.2
897,Frontier,New York,Dallas,12:00 PM,08:00 AM,International,Boeing 777,27,161,None,Delayed,18,International,11.9,25kg,Fully Refundable,Economy,No,Music,2975,None,Group C,Yes,Chinese,Priority Boarding,Limited Availability,Fully Flexible,Student Discount,4.6
898,JetBlue,Charlotte,Dallas,04:00 PM,08:00 AM,International,Boeing 737,17,794,None,Delayed,28,International,6.1,Unlimited,Refundable with Fee,First Class,No,Games,4706,3+ Stops,Group B,Yes,French,None,Available,Changeable with Fee,None,3.2
899,Spirit,Chicago,Charlotte,06:00 PM,08:00 AM,Domestic,Embraer E190,11,702,None,Delayed,28,International,4.8,20kg,Fully Refundable,Economy,Yes,Music,4771,None,Group B,Yes,English,Sleep Kit,Fully Booked,Fully Flexible,Student Discount,3.4
900,Frontier,San Francisco,Houston,08:00 PM,06:00 PM,Domestic,Boeing 777,25,205,Gluten-Free,Cancelled,29,Domestic,8.9,25kg,Non-refundable,Business,Yes,Movies & TV,2326,2 Stops,Group A,No,Multilingual,Priority Boarding,Available,Fully Flexible,Military Discount,4.2
901,JetBlue,San Francisco,Phoenix,12:00 PM,06:00 AM,International,Airbus A320,12,661,Vegan,Cancelled,34,International,4.8,20kg,Non-refundable,Business,Yes,None,3418,3+ Stops,Group D,No,Chinese,None,Available,Changeable with Fee,Frequent Flyer Discount,3.4
902,United,Washington D.C.,Houston,04:00 PM,06:00 AM,Domestic,Airbus A350,6,637,Vegetarian,On Time,12,International,1.8,15kg,Fully Refundable,Premium Economy,No,None,3688,1 Stop,Group B,Yes,French,Extra Legroom,Fully Booked,Fully Flexible,Frequent Flyer Discount,4.1
903,Delta,New York,Washington D.C.,10:00 AM,06:00 PM,International,Airbus A350,10,484,Vegan,On Time,21,Domestic,10.2,Unlimited,Non-refundable,Business,Yes,Movies & TV,570,1 Stop,Group B,Yes,Multilingual,Extra Legroom,Available,Non-Changeable,Senior Citizen Discount,3.5
904,United,San Francisco,Seattle,04:00 PM,02:00 PM,International,Airbus A350,17,763,Vegan,Cancelled,24,Domestic,2.0,20kg,Fully Refundable,First Class,No,None,2149,1 Stop,Group A,No,Chinese,Complimentary Drinks,Available,Fully Flexible,Frequent Flyer Discount,4.2
905,United,Los Angeles,New York,10:00 AM,02:00 PM,International,Boeing 737,5,353,Vegetarian,Delayed,34,International,9.4,20kg,Refundable with Fee,Premium Economy,No,Music,1474,3+ Stops,Group B,Yes,Chinese,Complimentary Drinks,Available,Fully Flexible,Military Discount,4.2
906,American,Boston,Orlando,08:00 AM,04:00 PM,International,Boeing 777,17,729,Non-Vegetarian,Delayed,7,International,7.5,20kg,Fully Refundable,First Class,No,Games,1167,2 Stops,Group D,No,Spanish,Extra Legroom,Fully Booked,Fully Flexible,Senior Citizen Discount,3.7
907,American,New York,Houston,08:00 AM,08:00 PM,International,Airbus A320,28,116,Non-Vegetarian,Delayed,22,Domestic,11.9,30kg,Non-refundable,Business,No,Movies & TV,3451,None,Group C,Yes,Multilingual,None,Limited Availability,Changeable with Fee,Senior Citizen Discount,4.6
908,Alaska Airlines,New York,Boston,08:00 PM,12:00 PM,Domestic,Airbus A350,29,655,Vegetarian,On Time,48,International,3.0,Unlimited,Non-refundable,First Class,Yes,Games,2982,1 Stop,Group D,Yes,Multilingual,Extra Legroom,Fully Booked,Fully Flexible,Senior Citizen Discount,3.9
909,Delta,Phoenix,Phoenix,08:00 AM,08:00 PM,Domestic,Embraer E190,17,603,None,Cancelled,37,International,10.8,30kg,Non-refundable,First Class,No,Games,4447,3+ Stops,Group C,Yes,English,Extra Legroom,Fully Booked,Fully Flexible,Military Discount,5.0
910,Delta,Dallas,Denver,06:00 PM,06:00 AM,Domestic,Embraer E190,8,144,Vegan,Delayed,42,Domestic,5.9,20kg,Non-refundable,First Class,Yes,None,2325,2 Stops,Group C,No,Spanish,None,Fully Booked,Non-Changeable,None,4.2
911,Southwest,Houston,Orlando,08:00 PM,06:00 PM,International,Boeing 737,29,741,Non-Vegetarian,On Time,44,International,6.1,20kg,Refundable with Fee,Business,No,Movies & TV,2801,None,Group D,No,English,Complimentary Drinks,Available,Non-Changeable,Military Discount,4.2
912,JetBlue,Boston,Orlando,06:00 PM,02:00 PM,International,Airbus A350,13,407,Vegan,Delayed,7,Domestic,9.1,30kg,Non-refundable,Business,No,Movies & TV,1604,1 Stop,Group D,No,Multilingual,Complimentary Drinks,Fully Booked,Fully Flexible,Student Discount,3.4
913,Delta,New York,Las Vegas,08:00 PM,02:00 PM,International,Boeing 777,11,511,None,On Time,1,International,1.9,15kg,Refundable with Fee,Economy,No,Movies & TV,4903,2 Stops,Group C,No,Spanish,Sleep Kit,Fully Booked,Non-Changeable,Student Discount,3.8
914,Alaska Airlines,Phoenix,San Francisco,12:00 PM,10:00 AM,International,Airbus A350,7,734,Non-Vegetarian,Cancelled,13,Domestic,4.6,20kg,Fully Refundable,Business,No,Movies & TV,1095,2 Stops,Group B,Yes,Spanish,Priority Boarding,Available,Fully Flexible,Student Discount,3.2
915,JetBlue,Washington D.C.,Charlotte,06:00 AM,06:00 AM,International,Boeing 737,16,536,None,On Time,11,International,11.2,25kg,Refundable with Fee,Economy,Yes,Music,3072,None,Group B,No,Spanish,Priority Boarding,Available,Non-Changeable,Frequent Flyer Discount,4.2
916,Southwest,Orlando,Houston,08:00 AM,06:00 AM,Domestic,Boeing 777,28,636,Gluten-Free,Cancelled,49,International,1.1,25kg,Non-refundable,Business,No,Games,2422,3+ Stops,Group A,No,Spanish,Sleep Kit,Fully Booked,Fully Flexible,None,4.4
917,Spirit,Los Angeles,Denver,06:00 AM,10:00 AM,Domestic,Airbus A320,29,492,Non-Vegetarian,Delayed,16,International,2.7,30kg,Non-refundable,Economy,No,Games,4261,2 Stops,Group C,Yes,Chinese,Extra Legroom,Fully Booked,Non-Changeable,Senior Citizen Discount,3.2
918,Southwest,Charlotte,Atlanta,08:00 AM,04:00 PM,International,Boeing 737,7,120,Vegetarian,Delayed,49,International,11.7,30kg,Fully Refundable,Premium Economy,No,None,4913,1 Stop,Group B,Yes,English,Sleep Kit,Available,Changeable with Fee,Military Discount,4.9
